FIPS Code,Geography,Year,Program Type,Population
36037,Genesee County,2017,Intercensal Population Estimate,58739
36039,Greene County,2017,Intercensal Population Estimate,47921
36041,Hamilton County,2017,Intercensal Population Estimate,5012
36043,Herkimer County,2017,Intercensal Population Estimate,61529
36045,Jefferson County,2017,Intercensal Population Estimate,119335
36047,Kings County,2017,Intercensal Population Estimate,2731444
36049,Lewis County,2017,Intercensal Population Estimate,26858
36051,Livingston County,2017,Intercensal Population Estimate,62976
36053,Madison County,2017,Intercensal Population Estimate,69130
36055,Monroe County,2017,Intercensal Population Estimate,756333
36057,Montgomery County,2017,Intercensal Population Estimate,49425
36059,Nassau County,2017,Intercensal Population Estimate,1387871
36061,New York County,2017,Intercensal Population Estimate,1687323
36063,Niagara County,2017,Intercensal Population Estimate,213719
36065,Oneida County,2017,Intercensal Population Estimate,233181
36067,Onondaga County,2017,Intercensal Population Estimate,473907
36069,Ontario County,2017,Intercensal Population Estimate,111351
36071,Orange County,2017,Intercensal Population Estimate,391464
36073,Orleans County,2017,Intercensal Population Estimate,40991
36075,Oswego County,2017,Intercensal Population Estimate,119152
36077,Otsego County,2017,Intercensal Population Estimate,59690
36079,Putnam County,2017,Intercensal Population Estimate,98241
36081,Queens County,2017,Intercensal Population Estimate,2418581
36083,Rensselaer County,2017,Intercensal Population Estimate,161201
36085,Richmond County,2017,Intercensal Population Estimate,490246
36087,Rockland County,2017,Intercensal Population Estimate,333207
36089,St. Lawrence County,2017,Intercensal Population Estimate,109597
36091,Saratoga County,2017,Intercensal Population Estimate,233142
36093,Schenectady County,2017,Intercensal Population Estimate,156591
36095,Schoharie County,2017,Intercensal Population Estimate,30246
36097,Schuyler County,2017,Intercensal Population Estimate,18052
36099,Seneca County,2017,Intercensal Population Estimate,34119
36101,Steuben County,2017,Intercensal Population Estimate,95467
36103,Suffolk County,2017,Intercensal Population Estimate,1519947
36105,Sullivan County,2017,Intercensal Population Estimate,77059
36107,Tioga County,2017,Intercensal Population Estimate,48989
36109,Tompkins County,2017,Intercensal Population Estimate,105919
36111,Ulster County,2017,Intercensal Population Estimate,181558
36113,Warren County,2017,Intercensal Population Estimate,65798
36115,Washington County,2017,Intercensal Population Estimate,61989
36117,Wayne County,2017,Intercensal Population Estimate,91736
36119,Westchester County,2017,Intercensal Population Estimate,997084
36121,Wyoming County,2017,Intercensal Population Estimate,40985
36123,Yates County,2017,Intercensal Population Estimate,24992
36000,New York State,2016,Intercensal Population Estimate,20148134
36001,Albany County,2016,Intercensal Population Estimate,314486
36003,Allegany County,2016,Intercensal Population Estimate,47535
36005,Bronx County,2016,Intercensal Population Estimate,1484928
36007,Broome County,2016,Intercensal Population Estimate,200068
36009,Cattaraugus County,2016,Intercensal Population Estimate,78356
36011,Cayuga County,2016,Intercensal Population Estimate,77728
36013,Chautauqua County,2016,Intercensal Population Estimate,130173
36015,Chemung County,2016,Intercensal Population Estimate,86486
36017,Chenango County,2016,Intercensal Population Estimate,48538
36019,Clinton County,2016,Intercensal Population Estimate,80478
36021,Columbia County,2016,Intercensal Population Estimate,62037
36023,Cortland County,2016,Intercensal Population Estimate,47654
36025,Delaware County,2016,Intercensal Population Estimate,45547
36027,Dutchess County,2016,Intercensal Population Estimate,294484
36029,Erie County,2016,Intercensal Population Estimate,941531
36031,Essex County,2016,Intercensal Population Estimate,37957
36033,Franklin County,2016,Intercensal Population Estimate,49536
36035,Fulton County,2016,Intercensal Population Estimate,53845
36037,Genesee County,2016,Intercensal Population Estimate,58809
36039,Greene County,2016,Intercensal Population Estimate,47928
36041,Hamilton County,2016,Intercensal Population Estimate,5020
36043,Herkimer County,2016,Intercensal Population Estimate,61862
36045,Jefferson County,2016,Intercensal Population Estimate,118321
36047,Kings County,2016,Intercensal Population Estimate,2726337
36049,Lewis County,2016,Intercensal Population Estimate,26874
36051,Livingston County,2016,Intercensal Population Estimate,63558
36053,Madison County,2016,Intercensal Population Estimate,69820
36055,Monroe County,2016,Intercensal Population Estimate,755191
36057,Montgomery County,2016,Intercensal Population Estimate,49433
36059,Nassau County,2016,Intercensal Population Estimate,1382459
36061,New York County,2016,Intercensal Population Estimate,1684128
36063,Niagara County,2016,Intercensal Population Estimate,213976
36065,Oneida County,2016,Intercensal Population Estimate,233132
36067,Onondaga County,2016,Intercensal Population Estimate,474540
36069,Ontario County,2016,Intercensal Population Estimate,110814
36071,Orange County,2016,Intercensal Population Estimate,387868
36073,Orleans County,2016,Intercensal Population Estimate,41422
36075,Oswego County,2016,Intercensal Population Estimate,119517
36077,Otsego County,2016,Intercensal Population Estimate,59907
36079,Putnam County,2016,Intercensal Population Estimate,98185
36081,Queens County,2016,Intercensal Population Estimate,2412601
36083,Rensselaer County,2016,Intercensal Population Estimate,161024
36085,Richmond County,2016,Intercensal Population Estimate,486598
36087,Rockland County,2016,Intercensal Population Estimate,330652
36089,St. Lawrence County,2016,Intercensal Population Estimate,110221
36091,Saratoga County,2016,Intercensal Population Estimate,230489
36093,Schenectady County,2016,Intercensal Population Estimate,156089
36095,Schoharie County,2016,Intercensal Population Estimate,30443
36097,Schuyler County,2016,Intercensal Population Estimate,18098
36099,Seneca County,2016,Intercensal Population Estimate,34575
36101,Steuben County,2016,Intercensal Population Estimate,96189
36103,Suffolk County,2016,Intercensal Population Estimate,1517810
36105,Sullivan County,2016,Intercensal Population Estimate,76688
36107,Tioga County,2016,Intercensal Population Estimate,49142
36109,Tompkins County,2016,Intercensal Population Estimate,105790
36111,Ulster County,2016,Intercensal Population Estimate,181552
36113,Warren County,2016,Intercensal Population Estimate,65725
36115,Washington County,2016,Intercensal Population Estimate,62148
36117,Wayne County,2016,Intercensal Population Estimate,91950
36119,Westchester County,2016,Intercensal Population Estimate,993783
36121,Wyoming County,2016,Intercensal Population Estimate,41044
36123,Yates County,2016,Intercensal Population Estimate,25055
36000,New York State,2015,Intercensal Population Estimate,20087023
36001,Albany County,2015,Intercensal Population Estimate,313127
36003,Allegany County,2015,Intercensal Population Estimate,47749
36005,Bronx County,2015,Intercensal Population Estimate,1474117
36007,Broome County,2015,Intercensal Population Estimate,200593
36009,Cattaraugus County,2015,Intercensal Population Estimate,78482
36011,Cayuga County,2015,Intercensal Population Estimate,78349
36013,Chautauqua County,2015,Intercensal Population Estimate,131307
36015,Chemung County,2015,Intercensal Population Estimate,87438
36017,Chenango County,2015,Intercensal Population Estimate,48973
36019,Clinton County,2015,Intercensal Population Estimate,80724
36021,Columbia County,2015,Intercensal Population Estimate,62488
36023,Cortland County,2015,Intercensal Population Estimate,48050
36025,Delaware County,2015,Intercensal Population Estimate,46020
36027,Dutchess County,2015,Intercensal Population Estimate,295297
36029,Erie County,2015,Intercensal Population Estimate,939783
36031,Essex County,2015,Intercensal Population Estimate,38193
36033,Franklin County,2015,Intercensal Population Estimate,49262
36035,Fulton County,2015,Intercensal Population Estimate,53982
36037,Genesee County,2015,Intercensal Population Estimate,59148
36039,Greene County,2015,Intercensal Population Estimate,47997
36041,Hamilton County,2015,Intercensal Population Estimate,5088
36043,Herkimer County,2015,Intercensal Population Estimate,62178
36045,Jefferson County,2015,Intercensal Population Estimate,120772
36047,Kings County,2015,Intercensal Population Estimate,2708040
36049,Lewis County,2015,Intercensal Population Estimate,27006
36051,Livingston County,2015,Intercensal Population Estimate,63954
36053,Madison County,2015,Intercensal Population Estimate,70430
36055,Monroe County,2015,Intercensal Population Estimate,755118
36057,Montgomery County,2015,Intercensal Population Estimate,49737
36059,Nassau County,2015,Intercensal Population Estimate,1377148
36061,New York County,2015,Intercensal Population Estimate,1677134
36063,Niagara County,2015,Intercensal Population Estimate,214424
36065,Oneida County,2015,Intercensal Population Estimate,233632
36067,Onondaga County,2015,Intercensal Population Estimate,475053
36069,Ontario County,2015,Intercensal Population Estimate,110555
36071,Orange County,2015,Intercensal Population Estimate,384285
36073,Orleans County,2015,Intercensal Population Estimate,41610
36075,Oswego County,2015,Intercensal Population Estimate,120276
36077,Otsego County,2015,Intercensal Population Estimate,60333
36079,Putnam County,2015,Intercensal Population Estimate,98681
36081,Queens County,2015,Intercensal Population Estimate,2394554
36083,Rensselaer County,2015,Intercensal Population Estimate,160851
36085,Richmond County,2015,Intercensal Population Estimate,482745
36087,Rockland County,2015,Intercensal Population Estimate,329169
36089,St. Lawrence County,2015,Intercensal Population Estimate,110999
36091,Saratoga County,2015,Intercensal Population Estimate,228953
36093,Schenectady County,2015,Intercensal Population Estimate,156130
36095,Schoharie County,2015,Intercensal Population Estimate,30674
36097,Schuyler County,2015,Intercensal Population Estimate,18140
36099,Seneca County,2015,Intercensal Population Estimate,34687
36101,Steuben County,2015,Intercensal Population Estimate,96889
36103,Suffolk County,2015,Intercensal Population Estimate,1518120
36105,Sullivan County,2015,Intercensal Population Estimate,76341
36107,Tioga County,2015,Intercensal Population Estimate,49629
36109,Tompkins County,2015,Intercensal Population Estimate,105495
36111,Ulster County,2015,Intercensal Population Estimate,181801
36113,Warren County,2015,Intercensal Population Estimate,65457
36115,Washington County,2015,Intercensal Population Estimate,62559
36117,Wayne County,2015,Intercensal Population Estimate,92262
36119,Westchester County,2015,Intercensal Population Estimate,988474
36121,Wyoming County,2015,Intercensal Population Estimate,41437
36123,Yates County,2015,Intercensal Population Estimate,25124
36000,New York State,2014,Intercensal Population Estimate,20001317
36001,Albany County,2014,Intercensal Population Estimate,311784
36003,Allegany County,2014,Intercensal Population Estimate,47992
36005,Bronx County,2014,Intercensal Population Estimate,1458516
36007,Broome County,2014,Intercensal Population Estimate,201029
36009,Cattaraugus County,2014,Intercensal Population Estimate,79128
36011,Cayuga County,2014,Intercensal Population Estimate,78803
36013,Chautauqua County,2014,Intercensal Population Estimate,132379
36015,Chemung County,2014,Intercensal Population Estimate,87779
36017,Chenango County,2014,Intercensal Population Estimate,49484
36019,Clinton County,2014,Intercensal Population Estimate,81468
36021,Columbia County,2014,Intercensal Population Estimate,62796
36023,Cortland County,2014,Intercensal Population Estimate,48546
36025,Delaware County,2014,Intercensal Population Estimate,46668
